sentId,sentence,label
24881995-tl-tli052814-0-title,The Lancet  Improvements in blood pressure control may have prevented hundreds of thousands of major cardiovascular events in England over 17 years,2
24881995-tl-tli052814-1-sentence,"Hypertension (raised blood pressure) treatment rates have almost doubled and control rates have trebled in England between 1994 and 2011, resulting in the saving of tens of thousands of lives each year, according to a new study published in a special themed issue of The Lancet.",3
24887615-wcmc-sfc060314-0-title,Study finds coordinated approach improves quality of primary care,3
24887615-wcmc-sfc060314-2-sentence,The study comparing quality of care by physicians using a delivery model known as the patient-centered medical home (PCMH) to care from physicians in non-PCMH practices provides evidence that the previously unproven but popular model effectively provides care for patients.,3
24893088-tjnj-ppo052914-0-title,Preventive placement of ICDs for less severe heart failure may improve survival,2
24893088-tjnj-ppo052914-1-sentence,"An examination of the benefit of preventive placement of implantable cardioverter-defibrillators (ICDs) in patients with a less severe level of heart failure, a group not well represented in clinical trials, finds significantly better survival at three years than that of similar patients with no ICD, according to a study in the June 4 issue of JAMA.",1
24893887-uoca-sib060414-0-title,Short intervals between pregnancies result in decreased pregnancy length,3
24894740-yu-shp060214-0-title,Screening has prevented half a million colorectal cancers,3
24897746-aaoo-oup061214-2-sentence,"Between 1999 and 2010, a greater focus on pain management resulted in a four-fold increase in opioids sold to hospitals, pharmacies and doctors' offices, and a related and ongoing increase in opioid-related complications, including opioid dependence, impaired cognition and poor treatment outcomes.",3
24901361-uops-tio072514-0-title,Test increases odds of correct surgery for thyroid cancer patients,3
24901361-uops-tio072514-1-sentence,"The routine use of a molecular testing panel developed at UPMC greatly increases the likelihood of performing the correct initial surgery for patients with thyroid nodules and cancer, report researchers from the University of Pittsburgh Cancer Institute (UPCI), partner with UPMC CancerCenter.",3
24901361-uops-tio072514-2-sentence,"The test, available at the UPMC/UPCI Multidisciplinary Thyroid Center and other diagnostic testing agencies, improved the chances of patients getting the correct initial surgery by 30 percent, according to the study published this month in the Annals of Surgery.",3
24904086-jdc-igc060514-0-title,Improved glucose control slows progression to end stage renal disease in type 1 diabetes,3
24904086-jdc-igc060514-1-sentence,People with type 1 diabetes who have developed kidney complications can slow the progression of their complications by improving control of their glycemic (blood glucose) levels over the long term.,3
24908191-asfg-ocd102314-0-title,An over the scope clipping device for endoscopic management of gastrointestinal defects is safe and effective,3
24908191-asfg-ocd102314-1-sentence,"An international multicenter study reports that over-the-scope clip (OTSC) placement is a safe and effective therapy for the closure of gastrointestinal (GI) defects, which includes anastomotic leaks, fistulae and perforations.",3
24908191-asfg-ocd102314-2-sentence,Clinical success was best achieved in patients undergoing closure of perforations or leaks when OTSC placement was used for primary or rescue therapy.,3
24910453-bu-btr061314-0-title,BRCA test results affect patients  breast cancer surgery plans,3
24915186-uoc--ltl060314-1-sentence,"New genomic research led by UC San Francisco (UCSF) scientists reveals that two common gene variants that lead to longer telomeres, the caps on chromosome ends thought by many scientists to confer health by protecting cells from aging, also significantly increase the risk of developing the deadly brain cancers known as gliomas.",3
24919177-p-dvr060514-2-sentence,"The research, published June 11 in the open access journal PLOS ONE by Richard S. Hotchkiss and colleagues from the Washington University School of Medicine in St. Louis, suggests that drugs that ""rev up"" the immune system could be incorporated into the treatment of late-stage sepsis.",2
24922562-ats-drs062614-2-sentence,"Most patients who did receive a diagnosis had evidence of asthma or nonspecific airway hyperreactivity, which may have been due in some cases to aggravation of pre-existing disease by deployment exposures.",2
24923633-w-6sa061014-0-title,6 000 steps a day keeps knee OA limitations away,3
24923633-w-6sa061014-1-sentence,A new study shows that walking reduces risk of functional limitation associated with knee osteoarthritis (OA).,3
24923633-w-6sa061014-2-sentence,"In fact, the study funded in part by grants from the National Institutes of Health (NIH) and published in the American College of Rheumatology (ACR) journal, Arthritis Care & Research, suggests that walking 6,000 or more steps per day may protect those with or at risk of knee of OA from developing mobility issues, such as difficulty getting up from a chair and climbing stairs.",2
24939374-dai-tat062014-1-sentence,Sudden allergic reactions can be fatal.,3
24939374-dai-tat062014-2-sentence,"The most common triggers of such reactions, also known as anaphylaxis, are wasp and bee venoms, legumes (pulses), animal proteins, and analgesics (painkillers).",3
24953265-mc-aru073114-0-title,Algorithm reduces use of CT scans when diagnosing children with appendicitis,3
24953265-mc-aru073114-1-sentence,"Implementation of an algorithm aimed to diagnose pediatric patients with suspected appendicitis reduces the utilization of computed tomography (CT) scans, without affecting diagnostic accuracy, Mayo Clinic Children's Center researchers have found.",3
24956073-mali-sjw063014-0-title,St  John s wort can cause dangerous interactions with many common medications,3
24956073-wfbm-chs063014-0-title,Common herbal supplement can cause dangerous interactions,3
24956073-wfbm-chs063014-2-sentence,"The researchers reported that the herbal supplement can reduce the concentration of numerous drugs in the body, including oral contraceptive, blood thinners, cancer chemotherapy and blood pressure medications, resulting in impaired effectiveness and treatment failure.",3
24958793-aha-qst061814-0-title,Quitting smokeless tobacco after heart attack may extend life expectancy,2
24958793-aha-qst061814-1-sentence,"People who stop using smokeless tobacco after a heart attack may extend their life expectancy similar to people who stop smoking, according to new research in the American Heart Association journal Circulation.",2
24965280-s-lmt062614-2-sentence,Which factors influence the use of these important tests that can help doctors ensure that high-risk drugs are prescribed safely?,3
24966406-aaon-stb062014-0-title,Study  Traumatic brain injury in veterans may increase risk of dementia,2
24970874-hfhs-atr070214-0-title,Antibiotic therapy reduces mortality by 68 percent in hemodialysis patients,3
24970874-hfhs-atr070214-1-sentence,"An antibiotic therapy known to reduce catheter-related bloodstream infections in hemodialysis patients has been shown for the first time to reduce mortality, according to a Henry Ford Health System study.",3
24970874-hfhs-atr070214-2-sentence,"Researchers found that a low-dose ""lock"" solution of gentamicin/citrate reduced mortality by 68 percent compared to a solution of heparin, a blood-clotting therapy long considered the standard of care.",3
24990236-stap-hpw070314-0-title,Hot Pot with chicken causes campylobacter infections in Switzerland,3
24990549-uoc--rsi062614-0-title,Rapid surgical innovation puts patients at risk for medical errors,3
24993689-uomh-tdv070714-2-sentence,"The startling number, drawn from a University of Michigan Medical School survey of more than 4,000 adolescent patients ages 14 to 20 seeking emergency care, indicates that dating violence is common and affects both genders.",3
24993773-meae-ima072114-0-title,Iodine may alleviate swelling in retinitis pigmentosa patients  retinas,2
24993773-meae-ima072114-2-sentence,CME can also decrease central vision.,3
24994930-sonm-puf080414-2-sentence,"As reported in the August issue of The Journal of Nuclear Medicine, this treatment may assist in bringing nuclear medicine to the forefront of clinical management.",2
25002986-uoia-nes020514-0-title,New evidence shows increase in obesity may be slowing  but not by much,0
25004185-smh-nrs062314-2-sentence,New research from St. Michael's Hospital has found that insomnia does not put them at increased risk of developing high blood pressure.,3
25007317-uoc--mih070814-1-sentence,"Researchers at the University of California, San Diego School of Medicine have documented the safety benefits of aortic stent grafts inserted during minimally invasive surgery to repair abdominal aortic aneurysms - weaknesses in the body's largest artery that can rupture, causing potentially lethal internal bleeding.",3
25012562-icl-ntc070814-2-sentence,"Identifying these conditions early in pregnancy could potentially help reduce complications and manage any difficulties, although more work is needed before the findings can be translated to clinical settings.",2
25016388-uom-hap072514-1-sentence,"Heart attack patients could be treated more quickly after Manchester research Clinical judgement, combined with an electrocardiogram (ECG) and blood test on arrival, is effective in reducing unnecessary hospital admissions for chest pain, a new study shows.",3
25016388-uom-hap072514-2-sentence,"The findings of a research group in Manchester, published in the Emergency Medicine Journal, could potentially make a huge difference to a large number of patients.",2
25017527-m-wwc070314-0-title,Wet wraps cut need for drugs in kids with eczema,3
25020002-ehs-lpo111314-0-title,Legally prescribed opioid use may increase mortality in chronic pain patients,2
25023650-uotm-sfd071414-0-title,Study finds diagnosing physicians influence therapy decisions for prostate cancer patients,3
25023650-uotm-sfd071414-1-sentence,"New research from The University of Texas MD Anderson Cancer Center is shedding light on the important role a diagnosing urologist plays in whether older men with low-risk prostate cancer receive treatment for their disease, and if so, the type of treatment they receive as a result.",3
25024756-ahc-ahs041814-0-title,Allina Health study shows information sharing between health systems reduces tests,3
25030467-tl-tlo071014-0-title,The Lancet Oncology  Differences in treatment likely to be behind differing survival rates for blood cancers between regions within Europe,2
25030467-tl-tlo071014-1-sentence,"Failure to get the best treatment and variations in the quality of care are the most likely reasons why survival for blood cancer patients still varies widely between regions within Europe, according to the largest population-based study of survival in European adults to date, published in The Lancet Oncology.",2
25031307-oupu-sci071014-2-sentence,"The effect of introduction of new breast cancer screening modalities, such as digital images, computer-aided detection (CAD), and use of ultrasound and MRI on screening costs among older women is unknown, although women over the age of 65 represent almost one-third of the total women screened in the US annually.",1
25038374-aga-sti012915-0-title,Steroid therapy increases risk of blood clots 5 fold in IBD patients,3
25039276-uops-psf070914-0-title,Penn study finds living kidney donation does not increase risk of death or heart disease for older,3
25041462-cu-sst080514-1-sentence,"Patients treated with a drug widely prescribed for type 2 diabetes can live longer than people without the condition, a large-scale study involving over 180,000 people has shown.",1
25041462-cu-sst080514-2-sentence,"The findings indicate that a drug known as metformin, used to control glucose levels in the body and already known to exhibit anticancer properties, could offer prognostic and prophylactic benefits to people without diabetes.",2
25041688-uotb-ccq121214-0-title,Cocaine consumption quadruples the risk of sudden death in people between 19 and 49,3
25041705-uomh-fts071614-2-sentence,But a new study suggests that busier emergency centers may actually give the best chance of surviving - especially for people suffering life-threatening medical crises.,2
25047081-tjnj-cdv071814-2-sentence,DVT is a common cause of complication and death after coronary artery disease and stroke.,3
25053184-f-sf-rco042115-0-title,Regular consumption of yogurt does not improve health,3
25054315-tjnj-erp072214-1-sentence,An enhanced recovery program for patients after colorectal surgery appears to be feasible in a community hospital setting after having been shown to be successful in international and academic medical centers.,2
25055194-tuhs-rlb072114-1-sentence,"Asking patients if a suspicious skin lesion is painful or itchy may help doctors decide whether the spot is likely to be cancerous, according to a new study headed by Gil Yosipovitch, MD, Chairman of the Department of Dermatology at Temple University School of Medicine.",2
25058219-tjnj-wsh062614-1-sentence,"Use of exome sequencing improved the ability to identify the underlying gene mutations in patients with biochemically defined defects affecting multiple mitochondrial respiratory chain complexes (enzymes that are involved in basic energy production), according to a study in the July 2 issue of JAMA.",3
25058219-tjnj-wsh062614-2-sentence,"Defects of the mitochondrial respiratory chain have emerged as the most common cause of childhood and adult neurometabolic disease, with an estimated prevalence of l in 5,000 live births.",3
25060366-acoc-yww071914-1-sentence,"While awareness campaigns may be getting women to go to the hospital more quickly during a heart-attack, a new look at hospital data shows women have longer hospital stays and are more likely than men to die in the hospital after a heart attack.",1
25064741-acoe-nes072514-0-title,New EMS system in Arizona dramatically improves survival from cardiac arrest,3
25064741-acoe-nes072514-1-sentence,"A new system that sent patients to designated cardiac receiving centers dramatically increased the survival rate of victims of sudden cardiac arrest in Arizona, according to a study published online yesterday in Annals of Emergency Medicine.",3
25064782-kp-spn072114-1-sentence,"More than 80 percent of hospitalized patients who tested positive for Clostridium difficile were tested outside the hospital or within the first 72 hours of hospitalization, suggesting that settings outside of the hospital may play key roles in the identification, onset and possible transmission of the disease, according to a new Kaiser Permanente study published today in the journal Mayo Clinic Proceedings.",2
25074673-uol-eka011915-1-sentence,"People who suffer from knee pain when using the stairs may be experiencing the early symptoms of osteoarthritis, according to a new study by University of Leeds experts.",1
25077132-smh-sfa042514-2-sentence,"While assaults were a major cause of those traumatic brain injuries, or TBIs, (60 per cent) many were caused by potentially non-violent mechanisms such as sports and recreation (44 per cent) and motor vehicle collisions and falls (42 per cent).",3
25093690-rson-mbw072914-0-title,Mammography benefits women over 75,3
25096668-cmaj-nal073014-1-sentence,"Obstructive sleep apnea, in which people stop breathing for short periods while sleeping, affects about 5% of Canadian adults aged 45 years or older and can negatively affect health.",3
25098169-bmj-css080114-0-title,Centralizing stroke services can reduce deaths and time in hospital,3
25098169-bmj-css080114-1-sentence,"Centralising acute stroke services can reduce mortality and length of hospital stay, according to a study published on thebmj.com today.",3
25098169-bmj-css080114-2-sentence,Stroke is a leading cause of death and disability worldwide.,3
25098417-ucl-lww080714-0-title,Losing weight won t make you happy,3
25098417-ucl-lww080714-1-sentence,"Weight loss significantly improves physical health but effects on mental health are less straightforward, finds new UCL research funded by Cancer Research UK.",3
25104495-smh-ial081214-2-sentence,"Surprisingly, this is true even when the immigrants lack proficiency in English or French, which might be thought to hamper their ability to read prescription labels or instructions, said lead author Dr. Joel Ray, a physician and researcher at St. Michael's Hospital.",2
25104529-kp-ou073114-1-sentence,"The mantra for treatment for high blood pressure has been ""the lower, the better,"" but that goal can potentially put patients at risk of kidney failure or death, according to a Kaiser Permanente study published today in the Journal of the American College of Cardiology.",2
25125296-sumc-dtt080414-0-title,Digoxin tied to increased risk of death in patients with atrial fibrillation,1
25128271-tl-tln081214-2-sentence,"The findings, published in The Lancet, highlight striking gaps in the practice of using antenatal (before birth) steroid injections--known to significantly reduce the risk of death, respiratory distress syndrome (a consequence of immature lung development), cerebroventricular haemorrhage (bleeding in the ventricles of the brain), and long-term complications such as cerebral palsy and poor motor skills--prior to preterm birth.",0
25129364-ehs-rit081314-1-sentence,"The fungal infection invasive aspergillosis (IA) can be life threatening, especially in patients whose immune systems are weakened by chemotherapy or immunosuppressive drugs.",3
25133759-sumc-psq081114-0-title,Poor sleep quality increases suicide risk for older adults  Stanford researcher finds,3
25139183-mgh-rev081914-2-sentence,"A study by Massachusetts General Hospital (MGH) investigators also finds that patients with frequent ED visits for the syndrome accounted for more than half of all such ED visits and hospitalizations, contributing to significant health care costs.",3
25141028-uops-paq082014-1-sentence,"A common approach to treating kidney failure by removing waste products from the blood did not improve survival chances for people who suddenly developed the condition, in an analysis led by experts at the University of Pittsburgh School of Medicine.",3
25141028-uops-paq082014-2-sentence,"Their findings, published online in the journal PLOS One, suggest acute hemodialysis, an aggressive method that is standardly used for people with sudden kidney failure, may not provide a definitive benefit to the patient.",2
25142763-uoc--sdw090914-1-sentence,"In what may be the largest study of sleep problems among individuals with multiple sclerosis (MS), researchers at UC Davis have found that widely undiagnosed sleep disorders may be at the root of the most common and disabling symptom of the disease: fatigue.",2
25142897-uoc--cit081814-1-sentence,A new study suggests that colds and other minor infections may temporarily increase stroke risk in children.,2
25146012-cwru-cds101414-0-title,CWRU dental survey finds dental anxiety leads cause for moderate sedation,3
25146985-uosc-uei082014-2-sentence,"Diabetic retinopathy is the leading cause of blindness in working-age adults in the United States, affecting more than 4 million Americans age 40 and older.",3
25155481-dumc-sco082214-1-sentence,"Implantating deep brain stimulation devices poses no greater risk of complications to older patients than it does to younger patients with Parkinson's disease, researchers at Duke Medicine report.",3
25157771-iaft-ios072114-2-sentence,This in turn leads to a significant increase in overall survival.,3
25161045-hsop-rsf102714-1-sentence,"People who swap 5% of the calories they consume from saturated fat sources such as red meat and butter with foods containing linoleic acid--the main polyunsaturated fat found in vegetable oil, nuts, and seeds--lowered their risk of coronary heart disease (CHD) events by 9% and their risk of death from CHD by 13%, according to a new study led by Harvard School of Public Health (HSPH) researchers.",3
25168129-cums-cah090214-0-title,Clean air halves health costs in Chinese city,3
25168129-cums-cah090214-1-sentence,"Air pollution regulations over the last decade in Taiyuan, China, have substantially improved the health of people living there, accounting for a greater than 50% reduction in costs associated with loss of life and disability between 2001 and 2010, according to researchers at the Columbia Center for Children's Environmental Health (CCCEH) at the Mailman School of Public Health, the Shanxi Medical University, the Center of Diseases Control and Prevention of Taiyuan Municipality, and Shanghai Fudan University School of Public Health.",3
25168129-cums-cah090214-2-sentence,"The study is the first to document the health and economic benefits of policies to reduce the burden of air pollution in a highly polluted area of China, and provides a model to measure how policies to improve air quality can protect human health.",3
25168393-bmj-hds082614-0-title,High dietary salt may worsen multiple sclerosis symptoms,2
25168393-bmj-hds082614-1-sentence,"Previous research has indicated that salt may alter the autoimmune response, which is implicated in the development of multiple sclerosis (MS), but it is not clear if it has any direct effect on the course of the disease itself.",0
25170645-iaft-nsa102314-0-title,Novel software application can stratify early stage non small cell lung cancer patients,0
25180698-uos-6pc090414-0-title,61 percent fall in female genital warts due to free HPV vaccine,3
25182102-usmc-gbb092514-1-sentence,"Gastric bypass surgery has better outcomes than gastric banding for long-term weight loss, controlling type 2 diabetes and high blood pressure, and lowering cholesterol levels, according to a new review by UT Southwestern Medical Center surgeons of nearly 30 long-term studies comparing the two types of bariatric procedures.",3
25182192-w-ubo082714-0-title,Unplanned births out of hospital increases risk of infant mortality,3
25186831-iaa-wud090314-2-sentence,"Selective Serotonin Reuptake Inhibitors (SSRIs), the most widely used drugs for the treatment of depression, have been reported to reduce bone formation and increase the risk of bone fracture.",0
25190234-acoc-lob082814-0-title,Location of body fat can increase hypertension risk,3
25192499-bidm-pmo091114-0-title,Proactive monitoring of inflammatory bowel disease therapy could prolong effectiveness,2
25192499-bidm-pmo091114-1-sentence,"Proactive monitoring and dose adjustment of infliximab, a medication commonly used to treat inflammatory bowel disease (IBD), could improve a patient's chances of having a long-term successful response to  therapy, a pilot observational study at Beth Israel Deaconess Medical Center concludes.",2
25197815-aaos-sst092914-2-sentence,This may provide a mechanistic explanation for the relationship between obesity and sleep apnea.,1
25200726-e-avr102914-0-title,Aortic valve replacement appears safe  effective in very elderly patients,2
25200726-e-avr102914-2-sentence,Key points 	Aortic valve replacement appears to be safe and effective for patients over age 90 years with severe aortic stenosis.,2
25224469-bmj-bsf091214-0-title,Breast screening for over 70s doesn t prompt sharp fall in advanced disease,3
25224469-bmj-bsf091214-1-sentence,"Instead, it may just lead to overdiagnosis and overtreatment, suggest the researchers, led by a team based at Leiden University Medical Centre in the Netherlands.",2
25224707-csp-mcp091614-0-title,More cheese  please  New study shows dairy is good for your metabolic health,3
25226543-uos-nss092214-0-title,Nurse survey shows longer working hours impact on quality of care,3
25233103-hcfe-nfc121514-0-title,New floor covering can lead to breathing problems in babies,3
25233103-hcfe-nfc121514-2-sentence,New flooring in the living environment of pregnant women significantly increases the risk of infants to suffer from respiratory diseases in their first year of life.,3
25237153-sp-rtp091614-0-title,Rosuvastatin treatments particularly effective among prediabetic patients,3
25237153-sp-rtp091614-1-sentence,"Los Angeles, CA (September 18, 2014) Cardiovascular disease is the leading causes of death worldwide and high cholesterol plays a major role in accelerating its progression.",3
25246411-cmaj-cdd091714-2-sentence,"Low levels of TSH can cause harm, such as cardiovascular conditions and fractures.",3
25256371-acos-mth110314-2-sentence,Studies have shown that bariatric operations can alleviate chronic health issues like diabetes and arthritis for extremely obese people.,3
25261939-osu-mth012615-1-sentence,A new study reveals that more than half of patients in intensive care units (ICU) using ventilators to help them breathe could benefit from assistive communication tools.,2
25261939-osu-mth012615-2-sentence,"The study found that 53.9 percent of the 2,671 mechanically ventilated patients screened met basic communication criteria and could potentially benefit from the use of assistive communication tools and speech language consultation.",2
25263548-uops-pm100914-0-title,Penn Medicine s  sepsis sniffer  generates faster sepsis care and suggests reduced mortality,3
25263548-uops-pm100914-1-sentence,"An automated early warning and response system for sepsis developed by Penn Medicine experts has resulted in a marked increase in sepsis identification and care, transfer to the ICU, and an indication of fewer deaths due to sepsis.",3
25266085-w-hah110614-2-sentence,Vaccination of adults with chronic liver disease may prevent infection with hepatitis A and the need for hospitalization.,2
25270247-bumc-cwl093014-1-sentence,"Prenatal exposure to tetrachloroethylene (PCE) in drinking water may increase the risk of stillbirth and placental abruption, according to a new study led by a Boston University School of Public Health researcher.",2
25280385-aeco-cso093014-1-sentence,"Medications are the leading cause of allergy-related sudden deaths in the U.S., according to an analysis of death certificates from 1999 to 2010, conducted by researchers at  Montefiore Medical Center and Albert Einstein College of Medicine of Yeshiva University.",3
25281353-tl-tld092914-0-title,The Lancet Diabetes   Endocrinology  Genetic study casts further doubt that vitamin D prevents the development of type 2 diabetes,3
25281353-tl-tld092914-2-sentence,"The findings of the study, conducted by scientists at the University of Cambridge, challenge evidence from earlier observational studies which suggest that higher concentrations of circulating vitamin D might prevent type 2 diabetes.",2
25298305-aaon-hlm100214-0-title,Healthy lifestyle may cut stroke risk in half for women,2
25315791-uom-tcm102815-0-title,Taking cholesterol medication before aneurysm repair improves outcomes,3
25318453-jhm-sdm102714-2-sentence,"A report on the research, published online Oct. 16 in the World Journal of Surgery, highlights not only an opportunity for U.S. hospitals to help relieve the global burden of surgically treatable diseases, but also a means of reducing the cost and environmental impact of medical waste disposal at home.",3
25337956-tjnj-ser102014-2-sentence,Hospital readmission after surgery can be common and it results in an increased cost of care.,3
25347412-tjnj-mot102414-2-sentence,The use of injection drugs is a main route of transmission for HCV infection.,3
25347412-tjnj-mtf102414-2-sentence,The use of injection drugs is a main route of transmission for HCV infection.,3
25348499-w-phc121814-0-title,Preventing hepatitis C patients from being lost in the health care system,3
25349080-cumc-gmb102714-0-title,Generic medications boost adherence to breast cancer therapy,3
25349080-cumc-gmb102714-1-sentence,"Although oral hormonal therapy is known to substantially reduce breast cancer recurrence in women with hormone receptor-positive tumors, about one-half of patients fail to take their medications as directed.",0
25349080-cumc-gmb102714-2-sentence,"A study by Columbia University Medical Center (CUMC) researchers has found that the introduction of generic aromatase inhibitors (the most common type of hormone therapy), which are considerably less expensive than their brand-name counterparts, increased treatment adherence by 50 percent.",3
25359393-w-fik102814-0-title,Frailty increases kidney transplant recipients  risk of dying prematurely,3
25364073-aaos-iir103114-0-title,Insomnia increases risk of motor vehicle deaths  other fatal injuries,3
25364073-aaos-iir103114-1-sentence,New research suggests that insomnia is a major contributor to deaths caused by motor vehicle crashes and other unintentional fatal injuries.,3
25367995-cchm-sri103014-1-sentence,A study to be released in the November issue of Health Affairs shows that integrating community housing data on such code violations as mold and cockroaches with health data can identify at-risk geographical areas of medical concern and help target patients for medical interventions.,3
25369489-tjnj-nca103114-2-sentence,Nonobstructive coronary artery disease (CAD) is atherosclerotic plaque that would not be expected to obstruct blood flow or result in anginal symptoms (such as chest pain).,0
25371076-iaft-rsm110514-0-title,Risk stratification model may aid in lung cancer staging and treatment decisions,2
25371076-iaft-rsm110514-2-sentence,Lung cancer treatment and prognosis is critically dependent on accurate staging that takes into account the extent to which cancer has spread from the primary lung tumor to other locations.,0
25378670-aaon-mea103014-0-title,More evidence arthritis pain relieving drugs may contribute to stroke death,2
25378670-aaon-mea103014-1-sentence,"Commonly prescribed, older drugs for arthritis and pain may increase the risk of death from stroke, according to a study published in the November 5, 2014, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",2
25380274-tnam-ssf111814-0-title,Soy spells fewer hot flashes for certain women,3
25380274-tnam-ssf111814-1-sentence,Does soy in the diet help with hot flashes?,3
25383770-hsop-oro110714-1-sentence,"Among pregnant women infected with HIV, the use of antiretroviral (ARV) medications early in pregnancy to treat their HIV or to prevent mother-to-child transmission of HIV does not appear to increase the risk of birth defects in their infants, according to a new study led by Harvard School of Public Health (HSPH).",2
25385425-bmj-sci110614-0-title,Smoking cessation in hospitals could cut smoking rates significantly,2
25391239-uoh-pbw111214-0-title,Pre pregnancy body weight affects early development of human embryos,3
25399277-dumc-hos111414-1-sentence,"A blocked artery causes a deadly kind of heart attack known as STEMI, and a rapid response to clear the blockage saves lives.",3
25401720-tjnj-pro111214-2-sentence,Obstructive non-IRA disease is blockage in arteries not believed to be the cause of a heart attack.,3
25402299-iu-rai120214-0-title,Regenstrief and IU study  Wake Up and Breathe program benefits ICU patients,3
25402299-iu-rai120214-1-sentence,Researchers from the Regenstrief Institute and the Indiana University Center for Aging Research report that waking intensive care unit patients and having them breathe on their own decreased both sedation levels and coma prevalence.,3
25402299-iu-rai120214-2-sentence,The Wake Up and Breathe program also showed a trend toward reduced delirium in a critically ill population.,1
25402404-muhc-aga111714-2-sentence,"Montreal, November 17, 2014 - Resistance to antibiotics is an important health concern that affects both the spread of infections, like Clostridium difficile, and the medication budget.",3
25404720-uouh-rdi111214-0-title,Racial disparities in ear infection treatment may contribute to antibiotic overuse,2
25406188-uoc-lvd111714-0-title,Low vitamin D levels increase mortality,3
25414260-uoma-ant111814-1-sentence,"Predicting the beginning of influenza outbreaks is notoriously difficult, and can affect prevention and control efforts.",3
25415081-wkh-ssm112414-0-title,Study shows mental health impact of breast size differences in teens,3
25415081-wkh-ssm112414-1-sentence,"Differences in breast size have a significant mental health impact in adolescent girls, affecting self-esteem, emotional well-being, and social functioning, reports the December issue of Plastic and Reconstructive Surgery&reg;, the official medical journal of the American Society of Plastic Surgeons (ASPS).",3
25415081-wkh-ssm112414-2-sentence,"More than just a ""cosmetic issue,"" breast asymmetry can have negative psychological and emotional effects, according to the study by ASPS Member Surgeon Dr. Brian I. Labow and colleagues of Boston Children's Hospital.",3
25428933-bmj-wso112114-0-title,Web savvy older adults who regularly indulge in culture may better retain  health literacy,2
25431678-du-smh112514-0-title,Study maps how city neighborhoods affect diabetes risk,3
25432937-ki-clb120114-2-sentence,The study includes half a million children and shows that exposure to antibiotics during pregnancy or early in life does not appear to increase the risk of asthma.,2
25439786-uoc--ana110514-2-sentence,The new approach would potentially reduce the number of surgeries the patients have to undergo in the first six months of life from two to just one.,2
25452654-nioc-n5p112614-1-sentence,"Nearly 55 percent of U.S. infants are placed to sleep with bedding that increases the risk of sudden infant death syndrome, or SIDS, despite recommendations against the practice, report researchers at the National Institutes of Health, the Centers for Disease Control and Prevention, and other institutions.",3
25452654-nioc-n5p112614-2-sentence,"Soft objects and loose bedding--such as thick blankets, quilts, and pillows--can obstruct an infant's airway and pose a suffocation risk, according to the NIH's Safe to Sleep campaign.",3
25455992-uoe-prf010615-2-sentence,"The first global study into pneumonia deaths in children with HIV has found that, in one year, pneumonia affected 4 million children and led to a further 88,000 deaths.",3
25465931-vumc-vs111814-1-sentence,"The most emergent form of heart attacks is decreasing nationwide, but this declining incidence could affect emergency departments' quality and timeliness of care.",2
25467573-uomh-pls111714-0-title,Paradox lost  Speedier heart attack treatment saves more lives after all  study suggests,3
25467573-uomh-pls111714-1-sentence,"A national effort to shave minutes off emergency heart attack treatment time has increased the chance that each patient will survive, a new study suggests.",3
25475746-ason-smp112814-1-sentence,Highlight 	A simple model using 5 commonly available variables from electronic health records adequately discriminates between socially disadvantaged individuals with chronic kidney disease who will and will not progress to kidney failure.,1
25491023-luhs-rta121814-2-sentence,Ganciclovir reduces mortality due to the virus from 34 percent to between 3 and 6 percent.,3
25494006-uops-mww120814-2-sentence,"Their findings reveal that the vast majority of women after breast conserving surgery receive six to seven weeks of radiation therapy, despite multiple randomized trials and professional society guidelines showing that three weeks of radiation - called hypofractionated whole breast radiation - is just as clinically effective, more convenient, and less costly.",3
25494212-tjnj-ict120914-0-title,Islet cell transplantation after pancreas removal may help preserve normal blood sugar,2
25494212-tjnj-ict120914-1-sentence,"Surgery to remove all or part of the pancreas and then transplant a patient's own insulin-producing islet cells appears to be a safe and effective final measure to alleviate pain from severe chronic pancreatitis and to help prevent surgically induced diabetes, according to a report published online by JAMA Surgery.",2
25494212-tjnj-ict120914-2-sentence,"Chronic pancreatitis (CP) is an inflammatory disease that over time leads to loss of function of the pancreas and manifests with intractable pain, malabsorption and diabetes.",3
25499598-aeco-ssd120214-0-title,Short sleep duration and sleep related breathing problems increase obesity risk in kids,3
25503626-aaon-cps120914-0-title,Can poor sleep lead to dementia,3
25504743-w-lsl012715-0-title,Low sodium levels increases liver transplant survival benefit in the sickest patients,3
25504743-w-lsl012715-1-sentence,"Researchers report that low levels of sodium in the blood, known as hyponatremia, increase the risk of dying for patients on the liver transplant waiting list.",3
25520313-aaon-mmd121014-0-title,Migraine may double risk for facial paralysis,2
25520313-aaon-mmd121014-1-sentence,"Migraine headache may double the risk of a nervous system condition that causes facial paralysis, called Bell's palsy, according to a new study published in the December 17, 2014, online issue of Neurology&reg;, the medical journal of the American Academy of Neurology.",2
25521669-bawh-res121914-0-title,Reducing emergency surgery cuts health care costs,3
25526095-luhs-spb022315-2-sentence,But a new study has found that infection rates can be reduced dramatically by giving patients antibiotics within the first hour of injury.,3
25529289-uotm-oah012115-1-sentence,It's a virus that is responsible for almost all cases of cervical cancer but a new study by University of Texas Medical Branch at Galveston researchers indicates that only about half of the girls receive the vaccine at the recommended age to best protect themselves.,3
